,Var.1,year,week,code,maxt,mint,rain,soil,rh,cases,cases_cat,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
160,160,2013,4,1000,30.1532723,14.11648838,2.540398551,15.27050966,49.39576805,0,0,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,14.15162215,15.97531314,16.39464812,16.45996482,14.68519349,2.540398551,0.193333333,0,4.130769231,0,2.4,0.4,0,0.5,0,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,30.59760024,31.59416969,31.79963048,31.3674314,31.02798029,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,22.8485406,26.82537134,28.82164686,29.55029214,27.94766683,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917,51.85198434,52.58960072,51.36507193,52.98245371,53.66797664
161,161,2013,5,1000,29.29942291,15.3829275,1.06754386,13.96331024,48.18770511,0,0,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,14.15162215,15.97531314,16.39464812,16.45996482,1.06754386,2.540398551,0.193333333,0,4.130769231,0,2.4,0.4,0,0.5,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,30.59760024,31.59416969,31.79963048,31.3674314,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,22.8485406,26.82537134,28.82164686,29.55029214,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917,51.85198434,52.58960072,51.36507193,52.98245371
162,162,2013,6,1000,31.21768115,16.64834972,3.441836735,13.44929285,53.48594641,0,0,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,14.15162215,15.97531314,16.39464812,3.441836735,1.06754386,2.540398551,0.193333333,0,4.130769231,0,2.4,0.4,0,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,30.59760024,31.59416969,31.79963048,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,22.8485406,26.82537134,28.82164686,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917,51.85198434,52.58960072,51.36507193
163,163,2013,7,1000,31.26267421,16.68766714,5.06589071,17.33679032,48.8067179,0,0,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,14.15162215,15.97531314,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,0,4.130769231,0,2.4,0.4,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,30.59760024,31.59416969,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,22.8485406,26.82537134,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917,51.85198434,52.58960072
164,164,2013,8,1000,31.18867344,16.08519702,4.110427807,10.86274246,40.80290081,0,0,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,14.15162215,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,0,4.130769231,0,2.4,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,30.59760024,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,22.8485406,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917,51.85198434
165,165,2013,9,1000,33.14887406,16.25639332,0,7.278187406,29.22789811,0,0,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,12.03705839,0,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,0,4.130769231,0,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,29.61602397,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,19.23139274,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429,48.94777917
166,166,2013,10,1000,34.65571426,17.29409219,0.971428571,7.01824209,29.84300876,28,1,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,14.30967623,0.971428571,0,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,0,4.130769231,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,29.12352567,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,20.03042814,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704,51.47245429
167,167,2013,11,1000,36.20732219,19.63604853,2.096379781,8.341009187,40.282257,0,0,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,12.01045746,2.096379781,0.971428571,0,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,0,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,30.11609782,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,17.16966425,40.282257,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589,43.98731704
168,168,2013,12,1000,35.44100614,20.5019142,1.044318182,6.173391352,35.65303944,36,1,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,13.61910979,1.044318182,2.096379781,0.971428571,0,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,0.193333333,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,30.5386207,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,14.62676507,35.65303944,40.282257,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805,46.11489589
169,169,2013,13,1000,36.53027796,21.53698801,0.557142857,4.706570271,36.15402763,0,0,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,14.11648838,0.557142857,1.044318182,2.096379781,0.971428571,0,4.110427807,5.06589071,3.441836735,1.06754386,2.540398551,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,30.1532723,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,15.27050966,36.15402763,35.65303944,40.282257,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511,49.39576805
170,170,2013,14,1000,37.294627,21.15259323,5.475675676,5.192489569,34.94323991,36,1,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,15.3829275,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,0,4.110427807,5.06589071,3.441836735,1.06754386,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,29.29942291,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,13.96331024,34.94323991,36.15402763,35.65303944,40.282257,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641,48.18770511
171,171,2013,15,1000,37.88929979,23.71391273,2.008244681,6.616940261,35.37117708,12,1,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,16.64834972,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,0,4.110427807,5.06589071,3.441836735,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,31.21768115,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,13.44929285,35.37117708,34.94323991,36.15402763,35.65303944,40.282257,29.84300876,29.22789811,40.80290081,48.8067179,53.48594641
172,172,2013,16,1000,38.89145678,21.98890569,2.49157197,4.705058956,44.5124157,0,0,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,16.68766714,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,0,4.110427807,5.06589071,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,31.26267421,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,17.33679032,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944,40.282257,29.84300876,29.22789811,40.80290081,48.8067179
173,173,2013,17,1000,36.74004233,24.19356089,5.255179128,8.874522712,41.52519706,22,1,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,16.08519702,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,0,4.110427807,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,31.18867344,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,10.86274246,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944,40.282257,29.84300876,29.22789811,40.80290081
174,174,2013,18,1000,39.05971849,25.70452501,2.651811594,4.647401001,36.56813475,0,0,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,16.25639332,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,0,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,33.14887406,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,7.278187406,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944,40.282257,29.84300876,29.22789811
175,175,2013,19,1000,40.71935258,25.6702077,1.090625,6.035506257,37.08364087,0,0,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,17.29409219,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,0.971428571,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,34.65571426,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,7.01824209,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944,40.282257,29.84300876
176,176,2013,20,1000,40.14061221,26.2257143,0.904466667,7.588323684,40.33829658,14,1,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,19.63604853,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,2.096379781,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,36.20732219,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,8.341009187,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944,40.282257
177,177,2013,21,1000,40.05537997,26.79387051,2.002263374,11.68137391,40.2102285,121,2,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,20.5019142,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,1.044318182,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,35.44100614,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,6.173391352,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763,35.65303944
178,178,2013,22,1000,39.8824419,25.87207603,6.069945827,23.70139304,51.94149918,0,0,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,21.53698801,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,0.557142857,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,36.53027796,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,4.706570271,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991,36.15402763
179,179,2013,23,1000,38.07862777,23.53328288,12.07265594,46.83430256,71.3238964,0,0,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,21.15259323,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,5.475675676,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,37.294627,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,5.192489569,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708,34.94323991
180,180,2013,24,1000,33.85875445,23.03408521,20.05014701,59.84216528,81.97750801,73,1,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,23.71391273,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,2.008244681,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,37.88929979,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,6.616940261,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157,35.37117708
181,181,2013,25,1000,30.30736808,23.17058414,8.443750144,54.65943412,77.84141917,0,0,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,21.98890569,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,2.49157197,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,38.89145678,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,4.705058956,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706,44.5124157
182,182,2013,26,1000,31.08806474,22.7623751,16.96747319,69.50202451,80.14484607,0,0,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,24.19356089,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,5.255179128,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,36.74004233,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,8.874522712,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475,41.52519706
183,183,2013,27,1000,29.41195992,22.79763899,13.18990776,69.18837895,80.53129948,0,0,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,25.70452501,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,2.651811594,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,39.05971849,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,4.647401001,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087,36.56813475
184,184,2013,28,1000,29.7469704,22.41281132,15.70342788,79.71854385,85.1638052,0,0,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,25.6702077,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,1.090625,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,40.71935258,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,6.035506257,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658,37.08364087
185,185,2013,29,1000,27.94219913,22.38261431,20.96295054,87.09672075,87.78303687,0,0,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,26.2257143,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,0.904466667,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,40.14061221,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,7.588323684,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285,40.33829658
186,186,2013,30,1000,27.12707957,22.39221321,20.31408452,86.32850312,88.15569079,95,1,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,26.79387051,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,2.002263374,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,40.05537997,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,11.68137391,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918,40.2102285
187,187,2013,31,1000,27.80925407,22.01180156,20.8870731,83.18982842,86.42538769,43,1,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,25.87207603,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,6.069945827,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,39.8824419,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,23.70139304,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964,51.94149918
188,188,2013,32,1000,27.57006328,22.31334619,6.27255719,77.41709672,81.78486031,0,0,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,23.53328288,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,12.07265594,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,38.07862777,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,46.83430256,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801,71.3238964
189,189,2013,33,1000,28.93300493,22.49535186,11.41935489,79.87674171,80.27347266,17,1,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,23.03408521,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,20.05014701,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,33.85875445,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,59.84216528,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917,81.97750801
190,190,2013,34,1000,29.05318091,21.8538951,7.796193935,75.65394832,80.68166523,41,1,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,23.17058414,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,8.443750144,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,30.30736808,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,54.65943412,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607,77.84141917
191,191,2013,35,1000,27.592076,22.03176989,2.748167267,70.76942896,74.48669266,104,2,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,22.7623751,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,16.96747319,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,31.08806474,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,69.50202451,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948,80.14484607
192,192,2013,36,1000,30.64462359,22.2703519,5.364927755,57.81018714,72.34307006,0,0,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,22.79763899,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,13.18990776,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,29.41195992,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,69.18837895,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052,80.53129948
193,193,2013,37,1000,31.17395489,22.59466915,11.36966678,75.91934151,81.30523676,0,0,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,22.41281132,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,15.70342788,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,29.7469704,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,79.71854385,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687,85.1638052
194,194,2013,38,1000,32.04027802,22.02174523,15.94084458,80.20508009,84.02337394,14,1,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,22.38261431,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,20.96295054,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,27.94219913,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,87.09672075,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079,87.78303687
195,195,2013,39,1000,29.78458132,21.59303308,4.974593128,68.06997477,77.48174824,55,1,21.59303308,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,22.39221321,4.974593128,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,20.31408452,29.78458132,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,27.12707957,68.06997477,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,86.32850312,77.48174824,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769,88.15569079
196,196,2013,40,1000,30.61320197,22.19813158,10.08195908,68.32272981,82.08400083,45,1,22.19813158,21.59303308,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,22.01180156,10.08195908,4.974593128,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,20.8870731,30.61320197,29.78458132,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,27.80925407,68.32272981,68.06997477,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,83.18982842,82.08400083,77.48174824,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031,86.42538769
197,197,2013,41,1000,30.85498599,21.60838141,6.951481676,64.31862105,80.18818589,18,1,21.60838141,22.19813158,21.59303308,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,22.31334619,6.951481676,10.08195908,4.974593128,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,6.27255719,30.85498599,30.61320197,29.78458132,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,27.57006328,64.31862105,68.32272981,68.06997477,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,77.41709672,80.18818589,82.08400083,77.48174824,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266,81.78486031
198,198,2013,42,1000,30.80411683,21.03185436,3.470901361,55.51823257,67.95982258,0,0,21.03185436,21.60838141,22.19813158,21.59303308,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,22.49535186,3.470901361,6.951481676,10.08195908,4.974593128,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,11.41935489,30.80411683,30.85498599,30.61320197,29.78458132,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,28.93300493,55.51823257,64.31862105,68.32272981,68.06997477,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,79.87674171,67.95982258,80.18818589,82.08400083,77.48174824,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523,80.27347266
199,199,2013,43,1000,32.54048198,20.80427511,4.664748124,54.33626525,72.07581579,41,1,20.80427511,21.03185436,21.60838141,22.19813158,21.59303308,22.02174523,22.59466915,22.2703519,22.03176989,21.8538951,4.664748124,3.470901361,6.951481676,10.08195908,4.974593128,15.94084458,11.36966678,5.364927755,2.748167267,7.796193935,32.54048198,30.80411683,30.85498599,30.61320197,29.78458132,32.04027802,31.17395489,30.64462359,27.592076,29.05318091,54.33626525,55.51823257,64.31862105,68.32272981,68.06997477,80.20508009,75.91934151,57.81018714,70.76942896,75.65394832,72.07581579,67.95982258,80.18818589,82.08400083,77.48174824,84.02337394,81.30523676,72.34307006,74.48669266,80.68166523
