id,Var.1,week,cases,year,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
102,X2011.49,50,53,2011,30.69549735,14.38736827,0,12.95744511,46.81913839,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,16.86675782,18.21496575,18.2667381,20.97121518,21.70306009,0,0,0.010895884,0,0,0,0.478208232,0.338983051,12.15181598,17.52251816,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,33.23747799,32.44879264,33.13749214,33.54416677,33.51619484,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,15.60297695,15.91176051,18.61849065,25.25318973,25.92194706,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432,47.5308279,52.43372211,45.62959355,61.7550492,65.26362265
103,X2011.50,51,0,2011,30.17872586,13.13165135,0,11.49129981,46.08199505,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,16.86675782,18.21496575,18.2667381,20.97121518,0,0,0,0.010895884,0,0,0,0.478208232,0.338983051,12.15181598,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,33.23747799,32.44879264,33.13749214,33.54416677,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,15.60297695,15.91176051,18.61849065,25.25318973,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432,47.5308279,52.43372211,45.62959355,61.7550492
104,X2011.51,52,0,2011,34.42225379,12.52916481,0,11.43233485,46.93215164,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,16.86675782,18.21496575,18.2667381,0,0,0,0,0.010895884,0,0,0,0.478208232,0.338983051,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,33.23747799,32.44879264,33.13749214,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,15.60297695,15.91176051,18.61849065,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432,47.5308279,52.43372211,45.62959355
105,X2012,1,0,2012,30.34543672,16.04191166,1.157384988,11.84635635,61.28191628,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,16.86675782,18.21496575,1.157384988,0,0,0,0,0.010895884,0,0,0,0.478208232,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,33.23747799,32.44879264,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,15.60297695,15.91176051,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432,47.5308279,52.43372211
106,X2012.1,2,17,2012,27.80196271,11.40320769,0.004116223,8.705628206,41.41819839,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,16.86675782,0.004116223,1.157384988,0,0,0,0,0.010895884,0,0,0,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,33.23747799,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,15.60297695,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432,47.5308279
107,X2012.2,3,17,2012,28.6667523,11.00677627,0,7.945331426,45.07217062,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,16.62423722,0,0.004116223,1.157384988,0,0,0,0,0.010895884,0,0,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,32.85668702,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,14.15875001,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256,44.56301432
108,X2012.3,4,0,2012,29.45648684,14.39673494,0.085714286,8.464628668,51.87380956,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,15.22241956,0.085714286,0,0.004116223,1.157384988,0,0,0,0,0.010895884,0,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,31.59238598,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,14.10224548,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578,47.37354256
109,X2012.4,5,0,2012,29.54160395,14.46953029,0.554479419,7.351351402,52.04001869,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,17.76860407,0.554479419,0.085714286,0,0.004116223,1.157384988,0,0,0,0,0.010895884,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,31.38213968,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,13.8025919,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539,57.46639578
110,X2012.5,6,0,2012,30.29509796,13.3873389,0,6.16629642,34.83984811,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,15.71137555,0,0.554479419,0.085714286,0,0.004116223,1.157384988,0,0,0,0,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,32.11821683,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,13.1331369,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839,48.94604539
111,X2012.6,7,0,2012,32.1585206,15.61165699,0.011622276,6.1003792,40.06896881,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,14.38736827,0.011622276,0,0.554479419,0.085714286,0,0.004116223,1.157384988,0,0,0,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,30.69549735,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,12.95744511,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505,46.81913839
112,X2012.7,8,0,2012,35.14214664,16.82489406,0,5.881490093,30.30526227,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,13.13165135,0,0.011622276,0,0.554479419,0.085714286,0,0.004116223,1.157384988,0,0,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,30.17872586,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,11.49129981,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164,46.08199505
113,X2012.8,9,0,2012,34.28878416,15.89018877,0,5.628088785,30.94752048,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,12.52916481,0,0,0.011622276,0,0.554479419,0.085714286,0,0.004116223,1.157384988,0,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,34.42225379,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,11.43233485,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628,46.93215164
114,X2012.9,10,0,2012,33.88671918,15.88410748,0,4.395664469,28.96230147,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,16.04191166,0,0,0,0.011622276,0,0.554479419,0.085714286,0,0.004116223,1.157384988,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,30.34543672,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,11.84635635,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839,61.28191628
115,X2012.10,11,98,2012,35.55771916,17.52526187,0,4.114568775,26.07139542,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,11.40320769,0,0,0,0,0.011622276,0,0.554479419,0.085714286,0,0.004116223,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,27.80196271,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,8.705628206,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062,41.41819839
116,X2012.11,12,0,2012,37.90185126,19.26921932,0,3.947376039,23.34824472,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,11.00677627,0,0,0,0,0,0.011622276,0,0.554479419,0.085714286,0,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,28.6667523,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,7.945331426,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956,45.07217062
117,X2012.12,13,0,2012,38.38182687,20.92880138,0.000484262,4.014143551,26.54315699,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,14.39673494,0.000484262,0,0,0,0,0,0.011622276,0,0.554479419,0.085714286,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,29.45648684,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,8.464628668,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869,51.87380956
118,X2012.13,14,0,2012,38.6758094,22.98242721,0.731961259,3.782918401,33.33824924,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,14.46953029,0.731961259,0.000484262,0,0,0,0,0,0.011622276,0,0.554479419,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,29.54160395,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,7.351351402,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811,52.04001869
119,X2012.14,15,0,2012,38.63871807,23.45949366,0.008474576,3.817727796,34.76688642,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,13.3873389,0.008474576,0.731961259,0.000484262,0,0,0,0,0,0.011622276,0,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,30.29509796,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,6.16629642,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881,34.83984811
120,X2012.15,16,0,2012,38.52036538,24.38725712,0.118401937,4.338673412,35.65451917,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,15.61165699,0.118401937,0.008474576,0.731961259,0.000484262,0,0,0,0,0,0.011622276,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,32.1585206,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,6.1003792,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227,40.06896881
121,X2012.16,17,0,2012,38.24727207,24.01923978,0.016949153,2.679898218,32.21017879,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,16.82489406,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,0,0,0,0,0,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,35.14214664,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,5.881490093,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048,30.30526227
122,X2012.17,18,16,2012,38.94409205,23.99985617,0.004600484,2.948232038,35.65799187,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,15.89018877,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,0,0,0,0,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,34.28878416,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,5.628088785,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147,30.94752048
123,X2012.18,19,300,2012,38.41843903,24.52007099,0.666828087,5.577462895,43.75230246,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,15.88410748,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,0,0,0,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,33.88671918,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,4.395664469,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542,28.96230147
124,X2012.19,20,13,2012,39.25977006,24.82676587,0.010895884,5.295364152,34.56552992,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,17.52526187,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,0,0,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,35.55771916,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,4.114568775,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472,26.07139542
125,X2012.20,21,23,2012,39.97228488,25.95926986,0.015012107,6.250990517,35.96950845,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,19.26921932,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,0,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,37.90185126,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,3.947376039,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699,23.34824472
126,X2012.21,22,0,2012,39.41142605,26.26532637,0.348910412,7.595312655,38.30537358,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,20.92880138,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,0.000484262,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,38.38182687,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,4.014143551,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924,26.54315699
127,X2012.22,23,0,2012,36.69830078,25.46600795,11.24915254,12.37248963,54.03626306,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,22.98242721,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,0.731961259,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,38.6758094,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,3.782918401,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642,33.33824924
128,X2012.23,24,29,2012,35.82988233,24.41391853,26.50363196,18.290656,63.18845047,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,23.45949366,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,0.008474576,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,38.63871807,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,3.817727796,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917,34.76688642
129,X2012.24,25,11,2012,33.13093929,23.7407153,58.95108959,21.94563499,68.37106131,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,24.38725712,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,0.118401937,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,38.52036538,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,4.338673412,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879,35.65451917
130,X2012.25,26,80,2012,34.0674215,23.9898417,27.95883777,21.58140412,65.01375536,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,24.01923978,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,0.016949153,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,38.24727207,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,2.679898218,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187,32.21017879
131,X2012.26,27,0,2012,31.03866109,23.11891642,82.6220339,30.18296431,77.52757935,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,23.99985617,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,0.004600484,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,38.94409205,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,2.948232038,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246,35.65799187
132,X2012.27,28,0,2012,31.16516408,22.94848013,45.57021792,29.20062168,76.87132223,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,24.52007099,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,0.666828087,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,38.41843903,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,5.577462895,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992,43.75230246
133,X2012.28,29,0,2012,30.40415806,23.03975818,67.36779661,28.33757636,76.14788571,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,24.82676587,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,0.010895884,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,39.25977006,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,5.295364152,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845,34.56552992
134,X2012.29,30,0,2012,28.54847878,22.77791162,71.8622276,35.509726,82.31415666,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,25.95926986,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,0.015012107,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,39.97228488,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,6.250990517,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358,35.96950845
135,X2012.30,31,0,2012,28.36576405,22.18009533,86.03656174,37.39770652,83.540853,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,26.26532637,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,0.348910412,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,39.41142605,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,7.595312655,83.540853,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306,38.30537358
136,X2012.31,32,0,2012,28.66960401,22.53292413,60.31089588,36.29357324,82.46823416,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,25.46600795,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,11.24915254,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,36.69830078,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,12.37248963,82.46823416,83.540853,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047,54.03626306
137,X2012.32,33,0,2012,29.19619018,22.03448542,26.00121065,30.79013453,77.2301945,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,24.41391853,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,26.50363196,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,35.82988233,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,18.290656,77.2301945,82.46823416,83.540853,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131,63.18845047
138,X2012.33,34,0,2012,30.12927153,22.20191728,48.07627119,31.40646614,77.76912321,22.20191728,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,23.7407153,48.07627119,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,58.95108959,30.12927153,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,33.13093929,31.40646614,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,21.94563499,77.76912321,77.2301945,82.46823416,83.540853,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536,68.37106131
139,X2012.34,35,0,2012,29.93767071,22.28686865,82.75811138,35.61796185,82.64195209,22.28686865,22.20191728,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,23.9898417,82.75811138,48.07627119,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,27.95883777,29.93767071,30.12927153,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,34.0674215,35.61796185,31.40646614,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,21.58140412,82.64195209,77.76912321,77.2301945,82.46823416,83.540853,82.31415666,76.14788571,76.87132223,77.52757935,65.01375536
140,X2012.35,36,150,2012,29.14465396,22.23054218,112.3184019,37.40958051,84.68311435,22.23054218,22.28686865,22.20191728,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,23.11891642,112.3184019,82.75811138,48.07627119,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,82.6220339,29.14465396,29.93767071,30.12927153,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,31.03866109,37.40958051,35.61796185,31.40646614,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,30.18296431,84.68311435,82.64195209,77.76912321,77.2301945,82.46823416,83.540853,82.31415666,76.14788571,76.87132223,77.52757935
141,X2012.36,37,0,2012,29.58708824,21.97093177,43.5653753,32.98507212,79.9440562,21.97093177,22.23054218,22.28686865,22.20191728,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,22.94848013,43.5653753,112.3184019,82.75811138,48.07627119,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,45.57021792,29.58708824,29.14465396,29.93767071,30.12927153,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,31.16516408,32.98507212,37.40958051,35.61796185,31.40646614,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,29.20062168,79.9440562,84.68311435,82.64195209,77.76912321,77.2301945,82.46823416,83.540853,82.31415666,76.14788571,76.87132223
142,X2012.37,38,32,2012,30.67379872,21.77978763,26.35108959,28.99483224,77.90835699,21.77978763,21.97093177,22.23054218,22.28686865,22.20191728,22.03448542,22.53292413,22.18009533,22.77791162,23.03975818,26.35108959,43.5653753,112.3184019,82.75811138,48.07627119,26.00121065,60.31089588,86.03656174,71.8622276,67.36779661,30.67379872,29.58708824,29.14465396,29.93767071,30.12927153,29.19619018,28.66960401,28.36576405,28.54847878,30.40415806,28.99483224,32.98507212,37.40958051,35.61796185,31.40646614,30.79013453,36.29357324,37.39770652,35.509726,28.33757636,77.90835699,79.9440562,84.68311435,82.64195209,77.76912321,77.2301945,82.46823416,83.540853,82.31415666,76.14788571
